date,close,div,split
2015-08-01,42.609074,,
2015-09-01,41.446022,,
2015-10-01,45.328285,,
2015-11-01,45.720848,,
2015-12-01,44.275898,,
2016-01-01,42.006977,,
2016-02-01,43.796829,,
2016-03-01,46.611858,,
2016-04-01,47.433807,,
2016-05-01,47.231098,,
2016-06-01,47.307121,,
2016-07-01,49.291969,,
2016-08-01,49.759071,,
2016-09-01,49.580715,,
2016-10-01,48.852604,,
2016-11-01,53.292980,,
2016-12-01,53.130733,,
2017-01-01,54.452713,,
2017-02-01,56.583393,,
2017-03-01,55.896065,,
2017-04-01,57.254913,,
2017-05-01,58.273323,,
2017-06-01,58.782520,,
2017-07-01,59.234180,,
2017-08-01,59.364235,,
2017-09-01,61.566761,,
2017-10-01,62.309982,,
2017-11-01,64.905876,,
2017-12-01,65.916359,,
2018-01-01,69.830330,,
2018-02-01,67.132759,,
2018-03-01,65.065773,,
2018-04-01,63.507755,,
2018-05-01,65.459930,,
2018-06-01,62.988937,,
2018-07-01,67.911995,,
2018-08-01,68.070930,,
2018-09-01,69.218689,,
2018-10-01,61.994514,,
2018-11-01,64.354362,,
2018-12-01,57.141773,,
2019-01-01,64.064613,,
2019-02-01,68.143974,,
2019-03-01,66.974625,,
2019-04-01,70.036057,,
2019-05-01,64.685287,,
2019-06-01,69.506386,,
2019-07-01,70.169312,,
2019-08-01,68.311836,,
2019-09-01,69.997993,,
2019-10-01,71.166656,,
2019-11-01,74.366501,,
2019-12-01,73.849808,,
2020-01-01,73.888969,,
2020-02-01,66.573860,,
2020-03-01,53.756481,,
2020-04-01,58.947689,,
2020-05-01,62.124119,,
2020-06-01,63.069706,,
2020-07-01,66.143753,,
2020-08-01,71.750244,,
2020-09-01,70.984886,,
2020-10-01,70.233253,,
2020-11-01,81.489784,,
2020-12-01,81.971199,,
2021-01-01,78.796646,,
2021-02-01,84.225128,,
2021-03-01,91.512665,,
2021-04-01,95.039062,,
2021-05-01,98.013390,,
2021-06-01,95.477303,,
2021-07-01,96.677139,,
2021-08-01,97.752792,,
2021-09-01,91.514030,,
2021-10-01,98.049728,,
2021-11-01,94.559021,,
2021-12-01,99.288368,,
2022-01-01,94.887474,,
2022-02-01,94.086868,,
2022-03-01,96.997368,,
2022-04-01,89.910942,,
2022-05-01,89.495125,,
2022-06-01,82.539650,,
2022-07-01,90.780289,,
2022-08-01,88.207985,,
2022-09-01,78.630692,,
2022-10-01,89.984520,,
2022-11-01,97.013519,,
2022-12-01,93.665924,,
2023-01-01,97.601135,,
2023-02-01,96.757843,,
2023-03-01,96.959084,,
2023-04-01,96.221489,,
2023-05-01,93.190506,,
2023-06-01,103.264900,,
2023-07-01,106.672638,,
2023-08-01,104.556953,,
2023-09-01,97.939430,,
2023-10-01,95.409004,,
2023-11-01,103.838287,,
2023-12-01,110.570061,,
2024-01-01,110.102188,,
2024-02-01,118.011917,,
2024-03-01,122.849434,,
2024-04-01,118.885353,,
2024-05-01,120.832207,,
2024-06-01,119.227783,,
2024-07-01,125.517624,,
2024-08-01,129.051682,,
2024-09-01,132.958755,,
2024-10-01,131.804794,,
2024-11-01,141.811066,,
2024-12-01,129.766113,,
2025-01-01,136.942047,,
2025-02-01,134.942596,,
2025-03-01,129.736130,,
2025-04-01,130.283569,,
2025-05-01,141.800797,,
2025-06-01,146.467255,,
2025-07-01,151.384552,,
2025-08-01,151.384552,,
2025-09-01,153.595428,,
2025-10-01,155.059998,,
